First_pokemon_HP,First_pokemon_ATK,First_pokemon_DEF,First_pokemon_SP_ATK,First_pokemon_DP_DEF,First_pokemon_Speed,First_pokemon_STATS_SUM,First_pokemon_RATIO,Second_pokemon_HP,Second_pokemon_ATK,Second_pokemon_DEF,Second_pokemon_SP_ATK,Second_pokemon_DP_DEF,Second_pokemon_Speed,Second_pokemon_STATS_SUM,Second_pokemon_RATIO,Relation
60,69,95,69,95,36,424,0.2608695652173913,41,56,40,62,44,71,314,0.568,0.5
55,55,55,85,55,30,335,0.1320754716981132,50,60,45,100,80,65,400,0.45689655172413796,2.0
65,65,60,130,95,110,525,0.823943661971831,75,55,70,55,95,110,460,0.8444444444444444,1.0
59,59,58,90,70,73,409,0.5826086956521739,55,55,55,85,55,30,335,0.1320754716981132,1.0
50,53,48,53,48,64,316,0.4076923076923077,35,46,34,35,45,20,215,0.072,1.0
50,65,107,105,107,86,520,0.7758620689655172,60,85,69,60,69,77,420,0.518796992481203,1.0
97,165,60,65,50,58,495,0.3902439024390244,65,90,115,45,115,58,488,0.5041322314049587,0.5
68,72,78,38,42,32,330,0.23809523809523808,88,107,122,74,75,64,530,0.4596774193548387,0.5
44,48,65,50,64,43,314,0.1623931623931624,55,50,40,40,40,75,300,0.5945945945945946,1.0
70,110,75,145,85,145,630,0.9444444444444444,60,69,95,69,95,36,424,0.2608695652173913,0.125
56,61,65,48,45,38,313,0.17567567567567569,95,110,80,70,80,50,485,0.37209302325581395,1.0
60,45,50,90,80,70,395,0.625,70,110,180,60,60,50,530,0.4117647058823529,0.125
40,30,30,40,50,30,220,0.07936507936507936,84,71,43,71,43,48,360,0.25874125874125875,1.0
125,58,58,76,76,67,460,0.515625,50,55,50,36,30,43,264,0.2922077922077922,2.0
90,120,120,60,60,50,500,0.35294117647058826,50,85,125,85,115,20,480,0.4306569343065693,1.0
1,90,45,30,30,40,236,0.33064516129032256,60,50,70,80,80,140,480,0.8449612403100775,1.0
55,55,50,45,65,55,325,0.37373737373737376,105,180,100,180,100,115,780,0.9477611940298507,1.0
41,50,37,50,37,66,281,0.5175438596491229,40,45,35,65,55,70,310,0.4482758620689655,1.0
106,130,90,110,154,90,680,0.719626168224299,70,90,45,15,45,50,315,0.3629032258064516,0.5
70,80,102,80,102,40,474,0.2677165354330709,105,140,55,30,55,95,480,0.8195488721804511,0.5
95,60,79,100,125,81,540,0.6201550387596899,75,80,70,65,75,90,455,0.7578125,1.0
108,170,115,120,95,92,700,0.7083333333333334,91,134,95,100,100,80,600,0.6304347826086957,0.0
70,80,65,90,65,85,455,0.578125,65,90,65,61,61,100,442,0.8373983739837398,1.0
95,65,110,60,130,65,525,0.5275590551181102,71,73,88,120,89,59,500,0.43537414965986393,1.0
62,55,52,109,94,109,481,0.7833333333333333,40,80,35,35,45,70,305,0.4661016949152542,1.0
30,35,30,100,35,80,310,0.4765625,75,125,230,55,95,30,610,0.3448275862068966,0.0
50,55,50,36,30,43,264,0.2922077922077922,70,110,75,145,85,145,630,0.9444444444444444,2.0
60,85,49,60,49,60,363,0.4444444444444444,49,55,42,42,37,85,310,0.6068376068376068,1.0
25,20,15,105,55,90,310,0.32407407407407407,85,80,70,135,75,90,535,0.7006802721088435,1.0
60,110,70,60,60,100,460,0.8461538461538461,109,66,84,81,99,32,471,0.2013888888888889,0.5
40,70,130,60,130,25,455,0.17355371900826447,45,30,40,105,50,20,290,0.031007751937984496,2.0
40,70,130,60,130,25,455,0.17355371900826447,35,64,85,74,55,32,345,0.19827586206896552,1.0
62,50,58,73,54,72,369,0.4435483870967742,80,135,85,70,95,150,615,0.9844961240310077,0.25
90,130,80,65,85,55,505,0.4396551724137931,50,70,160,70,160,90,600,0.7417218543046358,0.5
39,52,43,60,50,65,309,0.5041322314049587,50,50,150,50,150,50,500,0.2571428571428571,0.5
40,30,50,55,55,100,330,0.584070796460177,35,70,55,45,55,25,285,0.09420289855072464,0.5
80,120,70,110,70,80,530,0.6422764227642277,60,60,40,65,45,35,305,0.15833333333333333,0.5
85,76,64,45,55,90,415,0.6739130434782609,55,45,45,25,25,15,210,0.048,1.0
90,130,80,65,85,55,505,0.4396551724137931,110,123,65,100,65,65,528,0.5217391304347826,1.0
70,70,70,70,70,70,420,0.5289256198347108,68,72,78,38,42,32,330,0.23809523809523808,1.0
69,55,45,55,55,15,294,0.11666666666666667,80,160,80,130,80,100,630,0.8455284552845529,0.5
83,80,80,135,80,121,579,0.9444444444444444,50,180,20,180,20,150,600,0.9029850746268657,1.0
55,63,90,50,80,42,380,0.21138211382113822,91,90,106,130,106,77,600,0.648854961832061,0.0625
80,100,70,60,70,95,475,0.7416666666666667,60,70,50,100,50,65,395,0.5217391304347826,0.25
130,85,80,85,95,60,535,0.43884892086330934,85,56,77,50,77,78,423,0.53125,4.0
76,65,45,92,42,91,411,0.7449664429530202,90,60,70,75,70,45,410,0.23880597014925373,1.0
79,85,60,55,60,71,410,0.60431654676259,100,100,100,100,100,100,600,0.831858407079646,1.0
69,55,45,55,55,15,294,0.11666666666666667,50,180,20,180,20,150,600,0.9029850746268657,1.0
60,105,60,120,60,105,510,0.8849557522123894,95,110,80,70,80,50,485,0.37209302325581395,1.0
65,90,40,45,80,75,395,0.625,40,30,30,55,30,85,270,0.4666666666666667,0.5
75,95,67,125,95,83,540,0.7117117117117117,59,63,80,65,80,58,405,0.41843971631205673,0.5
250,5,5,35,105,50,450,0.15306122448979592,115,115,85,90,75,100,580,0.8134328358208955,1.0
103,60,86,60,86,50,445,0.3458646616541353,65,155,120,65,90,105,600,0.8677685950413223,1.0
60,85,60,50,50,125,430,0.9090909090909091,108,112,118,68,72,47,525,0.2916666666666667,1.0
75,100,110,45,55,65,450,0.5333333333333333,60,85,42,85,42,91,405,0.8227848101265823,0.0
106,130,90,110,154,90,680,0.719626168224299,70,62,67,55,55,56,365,0.38513513513513514,1.0
70,110,80,55,80,105,500,0.8794326241134752,111,83,68,92,82,39,475,0.1774193548387097,1.0
50,95,95,35,110,70,455,0.5179856115107914,60,62,80,63,80,60,405,0.4336283185840708,1.0
85,120,70,50,60,100,485,0.8308823529411765,70,135,105,60,105,20,495,0.5806451612903226,0.5
50,47,50,57,50,65,319,0.463768115942029,100,50,80,60,80,50,420,0.34375,1.0
75,80,55,25,35,35,305,0.18666666666666668,75,90,140,60,60,40,465,0.3008130081300813,1.0
100,77,77,128,128,90,600,0.6901408450704225,60,48,45,43,90,42,328,0.21897810218978103,0.5
25,35,70,95,55,45,325,0.16783216783216784,50,100,150,100,150,50,600,0.37142857142857144,1.0
70,80,102,80,102,40,474,0.2677165354330709,50,65,107,105,107,86,520,0.6991150442477876,0.25
95,155,109,70,130,81,640,0.6788321167883211,60,60,60,35,35,30,280,0.11194029850746269,1.0
60,40,50,75,85,95,405,0.6044776119402985,75,70,90,70,105,80,490,0.656,1.0
50,95,180,85,45,70,525,0.5298507462686567,55,66,44,44,56,85,350,0.6888888888888889,1.0
60,85,69,60,69,77,420,0.518796992481203,55,45,43,55,43,72,313,0.5853658536585366,1.0
75,98,63,98,63,101,498,0.8091603053435115,60,110,70,60,60,100,460,0.8461538461538461,0.5
35,45,160,30,45,70,385,0.48148148148148145,108,112,118,68,72,47,525,0.2916666666666667,0.5
60,110,70,60,60,100,460,0.8461538461538461,35,55,35,30,30,35,220,0.23684210526315788,1.0
50,95,180,85,45,70,525,0.5298507462686567,55,112,45,74,45,70,401,0.559322033898305,4.0
103,93,67,71,61,84,479,0.7142857142857143,100,150,90,180,160,90,770,0.7348484848484849,1.0
90,120,100,150,120,100,680,0.7718120805369127,75,90,50,110,80,95,500,0.7985611510791367,2.0
80,70,40,100,60,145,495,0.921875,35,35,35,35,35,35,210,0.13385826771653545,0.5
60,70,105,70,120,75,500,0.5983606557377049,80,85,95,30,30,25,345,0.2857142857142857,4.0
103,93,67,71,61,84,479,0.7142857142857143,39,52,43,60,50,65,309,0.5041322314049587,1.0
45,25,50,25,25,35,205,0.13076923076923078,65,63,45,45,45,45,308,0.2595419847328244,0.5
89,145,90,105,80,91,600,0.8549618320610687,50,65,107,105,107,86,520,0.6991150442477876,2.0
45,50,35,55,75,40,300,0.21367521367521367,55,65,95,95,45,85,440,0.6610169491525424,1.0
70,92,65,80,55,98,460,0.8090909090909091,30,105,90,25,25,50,325,0.2773722627737226,0.5
82,121,119,69,59,71,521,0.5394736842105263,70,95,85,55,65,70,440,0.5,1.0
90,120,120,60,60,50,500,0.35294117647058826,66,65,48,62,57,52,350,0.36220472440944884,0.5
50,50,150,50,150,50,500,0.2571428571428571,80,110,60,150,130,70,600,0.5042016806722689,1.0
55,45,50,45,65,80,340,0.5546218487394958,49,55,42,42,37,85,310,0.6068376068376068,1.0
40,50,45,70,45,70,320,0.5517241379310345,45,35,45,62,53,35,275,0.11851851851851852,2.0
70,75,60,105,60,105,475,0.88,41,56,40,62,44,71,314,0.568,2.0
65,73,55,47,75,85,400,0.6846846846846847,63,60,55,50,50,71,349,0.5289256198347108,0.5
65,125,60,95,60,105,510,0.9236641221374046,60,60,40,65,45,35,305,0.15833333333333333,1.0
110,80,90,95,90,65,530,0.5033557046979866,70,94,50,94,50,66,424,0.48148148148148145,2.0
60,110,70,60,60,100,460,0.8461538461538461,95,65,65,110,130,60,525,0.4016393442622951,1.0
70,77,60,97,60,108,472,0.8394160583941606,110,65,105,55,95,80,510,0.6258503401360545,2.0
40,45,35,40,40,90,290,0.65,40,27,60,37,50,66,280,0.36220472440944884,1.0
60,60,60,85,85,85,435,0.631578947368421,90,85,75,115,100,115,580,0.9381443298969072,1.0
75,80,55,25,35,35,305,0.18666666666666668,65,65,65,50,50,90,385,0.72,1.0
70,95,125,65,75,45,475,0.33613445378151263,70,95,85,55,65,70,440,0.5,2.0
50,40,85,40,65,25,305,0.08870967741935484,45,100,135,65,135,45,525,0.29411764705882354,0.5
71,95,85,110,95,79,535,0.664,74,108,133,83,65,32,495,0.32142857142857145,0.5
65,125,100,60,70,70,490,0.6099290780141844,75,123,67,95,85,95,540,0.7642276422764228,0.5
30,56,35,25,35,72,253,0.48148148148148145,40,40,35,50,100,70,335,0.5031847133757962,1.0
60,85,49,60,49,60,363,0.4444444444444444,65,90,120,85,70,60,490,0.43410852713178294,1.0
70,75,80,135,80,135,575,0.917910447761194,80,100,80,80,80,100,520,0.9051724137931034,0.0
85,56,77,50,77,78,423,0.53125,38,41,40,50,65,65,299,0.4108527131782946,2.0
75,125,75,30,75,85,465,0.625,68,165,95,65,115,110,618,0.8615384615384616,0.5
100,103,75,120,75,127,600,0.940677966101695,70,84,70,65,70,51,410,0.2949640287769784,2.0
35,70,55,45,55,25,285,0.09420289855072464,55,47,52,40,40,41,275,0.16806722689075632,0.25
64,165,75,93,83,75,555,0.6587301587301587,60,55,145,75,150,40,525,0.2,1.0
55,63,90,50,80,42,380,0.21138211382113822,50,55,50,36,30,43,264,0.2922077922077922,0.25
95,135,80,110,80,100,600,0.8248175182481752,50,55,50,36,30,43,264,0.2922077922077922,1.0
70,140,70,110,65,105,560,0.95,44,38,33,61,43,70,289,0.5267857142857143,1.0
80,85,95,30,30,25,345,0.2857142857142857,45,50,35,55,75,40,300,0.21367521367521367,1.0
60,95,80,60,80,30,405,0.19480519480519481,50,70,50,50,50,40,310,0.16296296296296298,2.0
71,95,85,110,95,79,535,0.664,50,65,85,35,35,55,325,0.32575757575757575,1.0
72,58,80,103,80,97,490,0.7171052631578947,125,58,58,76,76,67,460,0.515625,0.5
75,140,65,112,65,110,567,0.9140625,60,150,50,150,50,60,520,0.5,0.25
75,80,60,65,90,102,472,0.8625954198473282,75,55,70,55,95,110,460,0.8444444444444444,1.0
55,40,40,65,45,35,280,0.16428571428571428,50,55,50,36,30,43,264,0.2922077922077922,2.0
70,94,50,94,50,66,424,0.48148148148148145,75,55,70,55,95,110,460,0.8444444444444444,2.0
45,50,55,75,65,30,320,0.06293706293706294,55,45,50,45,65,80,340,0.5546218487394958,0.5
95,95,85,125,65,55,520,0.3894736842105263,75,38,38,56,56,67,330,0.5263157894736842,2.0
75,140,65,112,65,110,567,0.9140625,85,105,55,85,50,115,495,0.9032258064516129,1.0
70,110,80,55,80,105,500,0.8794326241134752,90,110,80,100,80,95,555,0.7982456140350878,0.5
100,134,110,95,100,61,600,0.4057971014492754,86,68,72,109,66,106,507,0.8099173553719008,2.0
90,92,87,75,85,76,505,0.5409836065573771,99,68,83,72,87,51,460,0.417910447761194,0.0
60,40,60,95,60,55,370,0.4222222222222222,43,80,65,50,35,35,308,0.14193548387096774,0.5
70,120,65,45,85,125,510,0.9747899159663865,55,50,40,40,40,75,300,0.5945945945945946,1.0
50,180,20,180,20,150,600,0.9029850746268657,70,120,65,45,85,125,510,0.9747899159663865,0.0
38,36,38,32,36,57,237,0.3893805309734513,40,30,32,50,52,65,269,0.3671875,1.0
35,45,160,30,45,70,385,0.48148148148148145,67,89,116,79,116,33,500,0.2624113475177305,1.0
75,100,110,45,55,65,450,0.5333333333333333,79,85,60,55,60,71,410,0.60431654676259,1.0
165,75,80,40,45,65,470,0.5151515151515151,90,30,15,40,20,15,210,0.043478260869565216,1.0
100,120,120,150,100,90,680,0.7880794701986755,85,60,65,135,105,100,550,0.7518248175182481,0.5
70,70,40,60,40,60,340,0.4247787610619469,95,135,80,110,80,100,600,0.8248175182481752,0.25
90,92,75,92,85,60,494,0.49586776859504134,101,72,72,99,89,29,462,0.1937984496124031,1.0
50,30,55,65,55,20,275,0.13675213675213677,43,30,55,40,65,97,330,0.6030534351145038,0.5
70,145,88,140,70,112,625,0.8888888888888888,60,40,60,95,60,55,370,0.4222222222222222,0.0
90,85,100,95,125,85,580,0.6834532374100719,70,140,70,110,65,105,560,0.95,0.5
64,115,65,83,63,65,455,0.5323741007194245,55,130,115,50,50,75,475,0.5982142857142857,1.0
100,100,100,100,100,100,600,0.8778625954198473,38,35,35,65,55,50,278,0.2647058823529412,0.5
45,95,50,40,50,75,355,0.54,90,100,60,90,60,80,480,0.6422764227642277,4.0
60,50,70,50,90,65,385,0.39568345323741005,50,53,48,53,48,64,316,0.358974358974359,1.0
45,85,70,40,40,60,340,0.5229357798165137,92,105,90,125,90,98,600,0.8217054263565892,0.5
75,38,38,56,56,67,330,0.5263157894736842,95,85,85,65,65,35,430,0.2571428571428571,0.0
150,120,100,120,100,90,680,0.664179104477612,50,50,40,50,40,64,294,0.45588235294117646,1.0
75,110,110,110,105,80,590,0.656934306569343,100,100,100,100,100,100,600,0.8805970149253731,1.0
130,85,80,85,95,60,535,0.43884892086330934,55,68,64,45,55,31,318,0.11666666666666667,1.0
70,135,105,60,105,20,495,0.5806451612903226,60,85,60,50,50,125,430,0.9090909090909091,0.5
20,25,45,70,90,60,310,0.30833333333333335,38,30,85,55,65,30,303,0.21428571428571427,1.0
65,105,60,60,70,95,455,63.0,54,45,47,75,98,52,371,0.39669421487603307,0.5
65,55,115,100,40,60,435,0.3798449612403101,55,40,85,80,105,40,405,0.23622047244094488,0.5
65,60,110,130,95,65,525,0.47761194029850745,50,50,150,50,150,50,500,0.2571428571428571,1.0
123,77,72,99,92,58,521,0.4621212121212121,50,50,50,50,50,50,300,0.30708661417322836,1.0
103,93,67,71,61,84,479,0.7142857142857143,60,55,90,145,90,80,520,0.6071428571428571,1.0
60,100,85,80,85,100,510,0.7007874015748031,55,85,122,58,75,99,494,0.8099173553719008,0.0
65,90,40,45,80,75,395,0.625,75,80,70,65,75,90,455,0.7578125,0.125
25,20,15,105,55,90,310,0.32407407407407407,50,50,95,40,50,35,320,0.20279720279720279,2.0
60,45,70,75,85,55,390,0.3008130081300813,57,80,91,80,87,75,470,0.5737704918032787,0.5
68,72,78,38,42,32,330,0.23809523809523808,50,53,62,58,63,44,330,0.13709677419354838,1.0
97,165,60,65,50,58,495,0.3902439024390244,95,65,110,60,130,65,525,0.5275590551181102,1.0
70,60,62,80,82,60,414,0.4375,79,85,60,55,60,71,410,0.60431654676259,1.0
65,40,50,125,60,30,370,0.07258064516129033,79,103,120,135,115,78,630,0.5763888888888888,1.0
120,100,85,30,85,45,465,0.22448979591836735,49,55,42,42,37,85,310,0.6068376068376068,2.0
150,80,44,90,54,80,498,0.625,80,110,60,150,130,70,600,0.5042016806722689,4.0
75,85,200,55,65,30,510,0.16778523489932887,85,105,55,85,50,115,495,0.9032258064516129,0.5
80,80,80,55,55,90,440,0.6417910447761194,40,60,30,31,31,70,262,0.4492753623188406,1.0
50,50,95,40,50,35,320,0.20279720279720279,95,75,80,100,110,30,490,0.24242424242424243,1.0
60,85,42,85,42,91,405,0.8227848101265823,40,40,35,50,100,70,335,0.5031847133757962,1.0
80,50,100,100,200,50,580,0.2357142857142857,25,35,70,95,55,45,325,0.16783216783216784,0.5
75,80,70,65,75,90,455,0.7578125,63,63,47,41,41,74,329,0.56,0.5
60,40,60,40,60,35,295,0.18055555555555555,80,145,150,105,110,110,700,0.8692307692307693,0.5
58,50,145,95,105,30,483,0.2459016393442623,50,20,55,25,25,30,205,0.09774436090225563,1.0
40,45,35,65,55,70,310,0.4482758620689655,38,30,85,55,65,30,303,0.21428571428571427,1.0
100,150,90,180,160,90,770,0.7348484848484849,105,140,55,30,55,95,480,0.8195488721804511,2.0
30,56,35,25,35,72,253,0.48148148148148145,65,63,45,45,45,45,308,0.2595419847328244,1.0
90,100,90,125,85,90,580,0.7352941176470589,75,125,100,70,80,45,495,0.33035714285714285,1.0
90,30,15,40,20,15,210,0.043478260869565216,120,100,85,30,85,45,465,0.22448979591836735,2.0
60,50,70,50,90,65,385,0.39568345323741005,40,60,30,31,31,70,262,0.4492753623188406,0.5
40,45,35,30,40,55,245,0.3793103448275862,85,50,95,120,115,80,545,0.5793650793650794,2.0
55,130,115,50,50,75,475,0.5982142857142857,49,66,70,44,55,51,335,0.4260869565217391,0.5
70,90,90,135,90,125,600,0.9401709401709402,91,90,106,130,106,77,600,0.648854961832061,1.0
40,40,55,40,70,55,300,0.40939597315436244,70,62,67,55,55,56,365,0.38513513513513514,4.0
45,60,32,50,32,76,295,0.5925925925925926,88,107,122,74,75,64,530,0.4596774193548387,0.5
75,100,110,45,55,65,450,0.5333333333333333,62,73,55,56,52,84,382,0.7244094488188977,0.0
75,125,100,70,80,45,495,0.33035714285714285,54,66,70,44,55,46,335,0.4214876033057851,1.0
53,51,53,61,56,40,314,0.14285714285714285,60,30,30,36,56,50,262,0.32432432432432434,1.0
55,40,40,65,45,35,280,0.16428571428571428,30,45,55,70,55,85,340,0.5633802816901409,2.0
70,150,140,65,100,75,600,0.55,76,147,90,60,70,97,540,0.8267716535433071,1.0
85,50,95,120,115,80,545,0.5793650793650794,60,40,80,60,45,40,325,0.23529411764705882,2.0
97,165,60,65,50,58,495,0.3902439024390244,55,50,45,135,95,120,500,0.7714285714285715,1.0
62,73,55,56,52,84,382,0.7244094488188977,35,46,34,35,45,20,215,0.072,1.0
55,95,115,45,45,35,390,0.2116788321167883,80,110,60,150,130,70,600,0.5042016806722689,1.0
75,125,230,55,95,30,610,0.3448275862068966,65,85,70,75,70,40,405,0.203125,1.0
80,70,70,90,100,70,480,0.5609756097560976,66,41,77,61,87,23,355,0.12096774193548387,1.0
100,90,130,45,65,55,485,0.4253731343283582,82,80,86,85,75,72,480,0.6183206106870229,1.0
40,65,95,60,45,35,340,0.13986013986013987,54,45,47,75,98,52,371,0.39669421487603307,2.0
50,65,90,35,35,15,290,0.14678899082568808,95,75,80,100,110,30,490,0.24242424242424243,2.0
114,85,70,85,80,30,464,0.2066115702479339,85,100,122,58,75,54,494,0.3939393939393939,0.5
80,85,95,30,30,25,345,0.2857142857142857,70,120,40,95,40,95,460,0.8106060606060606,1.0
75,140,65,112,65,110,567,0.9140625,40,60,30,31,31,70,262,0.4492753623188406,2.0
60,62,50,62,60,40,334,0.18181818181818182,80,70,70,90,100,70,480,0.5609756097560976,1.0
45,60,30,80,50,65,330,0.4603174603174603,50,25,28,45,55,15,218,0.0625,0.5
72,85,70,65,70,58,420,0.41304347826086957,79,85,60,55,60,71,410,0.60431654676259,1.0
90,110,80,100,80,95,555,0.7982456140350878,70,70,40,60,40,60,340,0.4247787610619469,2.0
75,90,50,110,80,95,500,0.7985611510791367,45,100,135,65,135,45,525,0.29411764705882354,2.0
70,60,125,115,70,55,495,0.35507246376811596,70,75,60,105,60,105,475,0.88,1.0
100,70,70,65,65,45,415,0.1897810218978102,65,83,57,95,85,105,490,0.8914728682170543,1.0
84,86,88,111,101,60,530,0.4634146341463415,250,5,5,35,105,50,450,0.15306122448979592,1.0
75,95,60,65,60,115,470,0.8778625954198473,59,74,50,35,50,35,303,0.3125,0.0
85,70,80,97,80,123,535,0.9304347826086956,91,134,95,100,100,80,600,0.6304347826086957,2.0
89,124,80,55,80,55,483,0.5714285714285714,83,80,80,135,80,121,579,0.9444444444444444,0.0
60,50,100,85,70,65,430,0.47580645161290325,40,70,40,35,40,60,285,0.392,2.0
70,62,67,55,55,56,365,0.38513513513513514,55,40,85,80,105,40,405,0.23622047244094488,2.0
105,105,75,65,100,50,500,0.37593984962406013,75,80,70,65,75,90,455,0.7578125,0.5
45,30,40,105,50,20,290,0.031007751937984496,126,131,95,131,98,99,680,0.8294573643410853,1.0
45,60,30,80,50,65,330,0.4603174603174603,35,60,44,40,54,55,288,0.366412213740458,1.0
50,75,70,35,70,48,348,0.29357798165137616,50,100,150,100,150,50,600,0.37142857142857144,0.5
50,53,48,53,48,64,316,0.358974358974359,89,124,80,55,80,55,483,0.5714285714285714,2.0
100,150,120,120,100,90,680,0.6493506493506493,80,50,100,100,200,50,580,0.2357142857142857,1.0
60,80,50,50,50,40,330,0.23853211009174313,75,98,63,98,63,101,498,0.849624060150376,1.0
45,49,65,49,65,45,318,0.275,78,81,71,74,69,126,499,0.9090909090909091,0.25
80,100,200,50,100,50,580,0.3472222222222222,38,30,41,30,41,60,240,0.2897196261682243,1.0
45,40,60,40,75,50,310,0.2926829268292683,109,66,84,81,99,32,471,0.2013888888888889,0.5
39,52,43,60,50,65,309,0.49107142857142855,65,90,120,85,70,60,490,0.43410852713178294,1.0
80,95,82,60,82,75,474,0.6,100,150,120,120,100,90,680,0.6493506493506493,1.0
59,63,80,65,80,58,405,0.41843971631205673,50,150,50,150,50,150,600,0.9339622641509434,1.0
40,35,30,20,20,50,195,0.23423423423423423,45,50,35,55,75,40,300,0.21367521367521367,1.0
120,70,120,75,130,85,600,0.6694915254237288,75,105,75,105,75,45,480,0.3274336283185841,1.0
80,70,65,80,120,100,515,0.8034188034188035,95,110,95,40,95,55,490,0.40336134453781514,1.0
80,80,50,40,50,25,325,0.176056338028169,65,90,122,58,75,84,494,0.71875,1.0
30,45,55,70,55,85,340,0.5633802816901409,35,60,44,40,54,55,288,0.366412213740458,1.0
44,58,44,58,44,61,309,0.41964285714285715,81,102,77,85,75,85,505,0.5642857142857143,1.0
60,85,69,60,69,77,420,0.518796992481203,55,70,45,70,50,60,350,0.45,1.0
110,85,95,80,95,50,515,0.2713178294573643,30,40,55,40,55,60,280,0.3237410071942446,1.0
72,105,115,54,86,68,500,0.5149253731343284,91,90,129,90,72,108,580,0.9140625,0.25
75,55,70,55,95,110,460,0.8444444444444444,75,89,85,55,65,36,405,0.29545454545454547,1.0
67,89,116,79,116,33,500,0.2624113475177305,65,75,90,97,123,44,494,0.1987179487179487,2.0
75,90,90,140,90,115,600,0.9481481481481482,60,52,168,47,138,30,495,0.19834710743801653,1.0
60,85,69,65,79,80,438,0.576,60,82,45,45,45,74,351,0.5752212389380531,0.5
55,50,45,135,95,120,500,0.7714285714285715,120,100,85,30,85,45,465,0.22448979591836735,1.0
110,135,60,50,65,88,508,0.7744360902255639,50,95,95,35,110,70,455,0.5179856115107914,1.0
50,105,125,55,95,50,480,0.375886524822695,75,100,66,60,66,115,482,0.918918918918919,1.0
45,75,60,40,30,50,300,0.304,45,95,50,40,50,75,355,0.54,1.0
70,90,45,15,45,50,315,0.3629032258064516,80,120,130,55,65,45,495,0.37037037037037035,0.5
50,95,180,85,45,70,525,0.5298507462686567,35,46,34,35,45,20,215,0.072,1.0
70,77,60,97,60,108,472,0.8394160583941606,20,10,55,15,20,80,200,0.17985611510791366,2.0
40,30,35,45,40,55,245,0.31496062992125984,35,55,40,50,50,90,320,0.6838235294117647,0.5
90,120,75,60,60,45,450,0.29411764705882354,60,62,80,63,80,60,405,0.4336283185840708,1.0
76,48,48,57,62,34,325,0.11688311688311688,90,85,100,95,125,85,580,0.6834532374100719,1.0
81,102,77,85,75,85,505,0.5642857142857143,108,100,121,81,95,95,600,0.7476635514018691,0.5
38,30,41,30,41,60,240,0.2897196261682243,44,75,35,63,33,45,295,0.2647058823529412,0.0
80,82,100,83,100,80,525,0.6821705426356589,45,35,45,62,53,35,275,0.11851851851851852,0.5
60,25,35,70,80,60,330,0.3076923076923077,51,65,65,80,75,59,395,0.4365079365079365,1.0
50,80,95,10,45,10,290,0.232,65,110,130,60,65,95,525,0.8278145695364238,1.0
45,100,45,45,45,10,290,0.2949640287769784,60,100,85,80,85,100,510,0.7007874015748031,1.0
62,55,52,109,94,109,481,0.7833333333333333,160,110,65,65,110,30,540,0.35714285714285715,1.0
20,25,45,70,90,60,310,0.30833333333333335,70,20,50,20,50,40,250,0.1557377049180328,1.0
80,185,115,40,105,75,600,0.6230769230769231,60,85,69,65,79,80,438,0.576,0.25
71,73,88,120,89,59,500,0.43537414965986393,45,60,40,70,50,45,310,0.2846715328467153,2.0
45,35,45,62,53,35,275,0.11851851851851852,95,60,79,100,125,81,540,0.6201550387596899,2.0
62,73,55,56,52,84,382,0.7244094488188977,59,59,58,90,70,73,409,0.5826086956521739,0.5
78,65,68,112,154,75,552,0.628099173553719,79,103,120,135,115,78,630,0.5763888888888888,1.0
44,50,91,24,86,10,305,0.1981981981981982,64,51,23,51,23,28,240,0.11363636363636363,1.0
50,65,107,105,107,86,520,0.7313432835820896,50,65,107,105,107,86,520,0.7758620689655172,2.0
100,150,110,95,110,70,635,0.5923076923076923,70,120,65,45,85,125,510,0.9747899159663865,1.0
72,85,70,65,70,58,420,0.41304347826086957,48,72,48,72,48,48,336,0.25984251968503935,2.0
64,51,23,51,23,28,240,0.11363636363636363,95,95,85,125,65,55,520,0.3894736842105263,1.0
60,40,80,60,45,40,325,0.23529411764705882,104,91,63,91,73,68,490,0.5118110236220472,1.0
65,75,70,95,70,95,470,0.7272727272727273,55,45,45,25,25,15,210,0.048,2.0
60,90,55,90,80,110,485,0.8677685950413223,70,77,60,97,60,108,472,0.8394160583941606,0.5
85,135,130,60,80,25,515,0.40540540540540543,50,65,107,105,107,86,520,0.7272727272727273,2.0
50,53,48,53,48,64,316,0.46153846153846156,45,20,50,60,120,50,345,0.24074074074074073,0.5
105,105,75,65,100,50,500,0.37593984962406013,100,100,100,100,100,100,600,0.8345864661654135,2.0
60,70,50,100,50,65,395,0.5217391304347826,35,35,40,35,55,50,250,0.40336134453781514,2.0
65,40,50,125,60,30,370,0.07258064516129033,78,92,75,74,63,118,500,0.8842975206611571,1.0
38,35,35,65,55,50,278,0.2647058823529412,40,30,35,50,70,55,280,0.28205128205128205,1.0
37,25,41,25,41,25,194,0.08870967741935484,45,30,35,20,20,45,195,0.14782608695652175,1.0
40,55,30,30,30,60,245,0.43548387096774194,57,80,91,80,87,75,470,0.5737704918032787,0.25
55,75,50,40,40,80,340,0.6302521008403361,55,84,105,114,75,52,485,0.2890625,1.0
85,105,100,79,83,78,530,0.5869565217391305,78,70,61,50,61,100,420,0.8145161290322581,1.0
100,150,120,120,100,90,680,0.6493506493506493,101,72,72,99,89,29,462,0.1937984496124031,0.0
67,125,40,30,30,58,350,0.3431372549019608,77,120,90,60,90,48,485,0.2785714285714286,1.0
